image_id,image_filename,image_path,name,caption,types,genus,generation
315,315_roselia.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/315_roselia.png,roselia,grass and poison-type thorn pokemon,"grass, poison",Thorn Pokémon,generation-iii
316,316_gulpin.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/316_gulpin.png,gulpin,poison-type stomach pokemon,poison,Stomach Pokémon,generation-iii
317,317_swalot.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/317_swalot.png,swalot,poison-type poison bag pokemon,poison,Poison Bag Pokémon,generation-iii
318,318_carvanha.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/318_carvanha.png,carvanha,water and dark-type savage pokemon,"water, dark",Savage Pokémon,generation-iii
319,319_sharpedo.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/319_sharpedo.png,sharpedo,water and dark-type brutal pokemon,"water, dark",Brutal Pokémon,generation-iii
320,320_wailmer.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/320_wailmer.png,wailmer,water-type ball whale pokemon,water,Ball Whale Pokémon,generation-iii
321,321_wailord.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/321_wailord.png,wailord,water-type float whale pokemon,water,Float Whale Pokémon,generation-iii
322,322_numel.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/322_numel.png,numel,fire and ground-type numb pokemon,"fire, ground",Numb Pokémon,generation-iii
323,323_camerupt.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/323_camerupt.png,camerupt,fire and ground-type eruption pokemon,"fire, ground",Eruption Pokémon,generation-iii
324,324_torkoal.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/324_torkoal.png,torkoal,fire-type coal pokemon,fire,Coal Pokémon,generation-iii
325,325_spoink.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/325_spoink.png,spoink,psychic-type bounce pokemon,psychic,Bounce Pokémon,generation-iii
326,326_grumpig.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/326_grumpig.png,grumpig,psychic-type manipulate pokemon,psychic,Manipulate Pokémon,generation-iii
327,327_spinda.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/327_spinda.png,spinda,normal-type spot panda pokemon,normal,Spot Panda Pokémon,generation-iii
328,328_trapinch.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/328_trapinch.png,trapinch,ground-type ant pit pokemon,ground,Ant Pit Pokémon,generation-iii
329,329_vibrava.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/329_vibrava.png,vibrava,ground and dragon-type vibration pokemon,"ground, dragon",Vibration Pokémon,generation-iii
330,330_flygon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/330_flygon.png,flygon,ground and dragon-type mystic pokemon,"ground, dragon",Mystic Pokémon,generation-iii
331,331_cacnea.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/331_cacnea.png,cacnea,grass-type cactus pokemon,grass,Cactus Pokémon,generation-iii
332,332_cacturne.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/332_cacturne.png,cacturne,grass and dark-type scarecrow pokemon,"grass, dark",Scarecrow Pokémon,generation-iii
333,333_swablu.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/333_swablu.png,swablu,normal and flying-type cotton bird pokemon,"normal, flying",Cotton Bird Pokémon,generation-iii
334,334_altaria.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/334_altaria.png,altaria,dragon and flying-type humming pokemon,"dragon, flying",Humming Pokémon,generation-iii
335,335_zangoose.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/335_zangoose.png,zangoose,normal-type cat ferret pokemon,normal,Cat Ferret Pokémon,generation-iii
336,336_seviper.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/336_seviper.png,seviper,poison-type fang snake pokemon,poison,Fang Snake Pokémon,generation-iii
337,337_lunatone.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/337_lunatone.png,lunatone,rock and psychic-type meteorite pokemon,"rock, psychic",Meteorite Pokémon,generation-iii
338,338_solrock.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/338_solrock.png,solrock,rock and psychic-type meteorite pokemon,"rock, psychic",Meteorite Pokémon,generation-iii
339,339_barboach.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/339_barboach.png,barboach,water and ground-type whiskers pokemon,"water, ground",Whiskers Pokémon,generation-iii
340,340_whiscash.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/340_whiscash.png,whiscash,water and ground-type whiskers pokemon,"water, ground",Whiskers Pokémon,generation-iii
341,341_corphish.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/341_corphish.png,corphish,water-type ruffian pokemon,water,Ruffian Pokémon,generation-iii
342,342_crawdaunt.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/342_crawdaunt.png,crawdaunt,water and dark-type rogue pokemon,"water, dark",Rogue Pokémon,generation-iii
343,343_baltoy.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/343_baltoy.png,baltoy,ground and psychic-type clay doll pokemon,"ground, psychic",Clay Doll Pokémon,generation-iii
344,344_claydol.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/344_claydol.png,claydol,ground and psychic-type clay doll pokemon,"ground, psychic",Clay Doll Pokémon,generation-iii
345,345_lileep.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/345_lileep.png,lileep,rock and grass-type sea lily pokemon,"rock, grass",Sea Lily Pokémon,generation-iii
346,346_cradily.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/346_cradily.png,cradily,rock and grass-type barnacle pokemon,"rock, grass",Barnacle Pokémon,generation-iii
347,347_anorith.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/347_anorith.png,anorith,rock and bug-type old shrimp pokemon,"rock, bug",Old Shrimp Pokémon,generation-iii
348,348_armaldo.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/348_armaldo.png,armaldo,rock and bug-type plate pokemon,"rock, bug",Plate Pokémon,generation-iii
349,349_feebas.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/349_feebas.png,feebas,water-type fish pokemon,water,Fish Pokémon,generation-iii
350,350_milotic.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/350_milotic.png,milotic,water-type tender pokemon,water,Tender Pokémon,generation-iii
351,351_castform.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/351_castform.png,castform,normal-type weather pokemon,normal,Weather Pokémon,generation-iii
352,352_kecleon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/352_kecleon.png,kecleon,normal-type color swap pokemon,normal,Color Swap Pokémon,generation-iii
353,353_shuppet.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/353_shuppet.png,shuppet,ghost-type puppet pokemon,ghost,Puppet Pokémon,generation-iii
354,354_banette.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/354_banette.png,banette,ghost-type marionette pokemon,ghost,Marionette Pokémon,generation-iii
355,355_duskull.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/355_duskull.png,duskull,ghost-type requiem pokemon,ghost,Requiem Pokémon,generation-iii
356,356_dusclops.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/356_dusclops.png,dusclops,ghost-type beckon pokemon,ghost,Beckon Pokémon,generation-iii
357,357_tropius.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/357_tropius.png,tropius,grass and flying-type fruit pokemon,"grass, flying",Fruit Pokémon,generation-iii
358,358_chimecho.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/358_chimecho.png,chimecho,psychic-type wind chime pokemon,psychic,Wind Chime Pokémon,generation-iii
359,359_absol.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/359_absol.png,absol,dark-type disaster pokemon,dark,Disaster Pokémon,generation-iii
360,360_wynaut.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/360_wynaut.png,wynaut,psychic-type bright pokemon,psychic,Bright Pokémon,generation-iii
361,361_snorunt.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/361_snorunt.png,snorunt,ice-type snow hat pokemon,ice,Snow Hat Pokémon,generation-iii
362,362_glalie.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/362_glalie.png,glalie,ice-type face pokemon,ice,Face Pokémon,generation-iii
363,363_spheal.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/363_spheal.png,spheal,ice and water-type clap pokemon,"ice, water",Clap Pokémon,generation-iii
364,364_sealeo.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/364_sealeo.png,sealeo,ice and water-type ball roll pokemon,"ice, water",Ball Roll Pokémon,generation-iii
365,365_walrein.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/365_walrein.png,walrein,ice and water-type ice break pokemon,"ice, water",Ice Break Pokémon,generation-iii
366,366_clamperl.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/366_clamperl.png,clamperl,water-type bivalve pokemon,water,Bivalve Pokémon,generation-iii
367,367_huntail.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/367_huntail.png,huntail,water-type deep sea pokemon,water,Deep Sea Pokémon,generation-iii
368,368_gorebyss.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/368_gorebyss.png,gorebyss,water-type south sea pokemon,water,South Sea Pokémon,generation-iii
369,369_relicanth.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/369_relicanth.png,relicanth,water and rock-type longevity pokemon,"water, rock",Longevity Pokémon,generation-iii
370,370_luvdisc.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/370_luvdisc.png,luvdisc,water-type rendezvous pokemon,water,Rendezvous Pokémon,generation-iii
371,371_bagon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/371_bagon.png,bagon,dragon-type rock head pokemon,dragon,Rock Head Pokémon,generation-iii
372,372_shelgon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/372_shelgon.png,shelgon,dragon-type endurance pokemon,dragon,Endurance Pokémon,generation-iii
373,373_salamence.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/373_salamence.png,salamence,dragon and flying-type dragon pokemon,"dragon, flying",Dragon Pokémon,generation-iii
374,374_beldum.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/374_beldum.png,beldum,steel and psychic-type iron ball pokemon,"steel, psychic",Iron Ball Pokémon,generation-iii
375,375_metang.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/375_metang.png,metang,steel and psychic-type iron claw pokemon,"steel, psychic",Iron Claw Pokémon,generation-iii
376,376_metagross.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/376_metagross.png,metagross,steel and psychic-type iron leg pokemon,"steel, psychic",Iron Leg Pokémon,generation-iii
377,377_regirock.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/377_regirock.png,regirock,rock-type rock peak pokemon,rock,Rock Peak Pokémon,generation-iii
378,378_regice.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/378_regice.png,regice,ice-type iceberg pokemon,ice,Iceberg Pokémon,generation-iii
379,379_registeel.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/379_registeel.png,registeel,steel-type iron pokemon,steel,Iron Pokémon,generation-iii
380,380_latias.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/380_latias.png,latias,dragon and psychic-type eon pokemon,"dragon, psychic",Eon Pokémon,generation-iii
381,381_latios.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/381_latios.png,latios,dragon and psychic-type eon pokemon,"dragon, psychic",Eon Pokémon,generation-iii
382,382_kyogre.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/382_kyogre.png,kyogre,water-type sea basin pokemon,water,Sea Basin Pokémon,generation-iii
383,383_groudon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/383_groudon.png,groudon,ground-type continent pokemon,ground,Continent Pokémon,generation-iii
384,384_rayquaza.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/384_rayquaza.png,rayquaza,dragon and flying-type sky high pokemon,"dragon, flying",Sky High Pokémon,generation-iii
385,385_jirachi.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/385_jirachi.png,jirachi,steel and psychic-type wish pokemon,"steel, psychic",Wish Pokémon,generation-iii
386,386_deoxys-normal.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/386_deoxys-normal.png,deoxys-normal,psychic-type dna pokemon,psychic,DNA Pokémon,generation-iii
387,387_turtwig.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/387_turtwig.png,turtwig,grass-type tiny leaf pokemon,grass,Tiny Leaf Pokémon,generation-iv
388,388_grotle.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/388_grotle.png,grotle,grass-type grove pokemon,grass,Grove Pokémon,generation-iv
389,389_torterra.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/389_torterra.png,torterra,grass and ground-type continent pokemon,"grass, ground",Continent Pokémon,generation-iv
390,390_chimchar.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/390_chimchar.png,chimchar,fire-type chimp pokemon,fire,Chimp Pokémon,generation-iv
391,391_monferno.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/391_monferno.png,monferno,fire and fighting-type playful pokemon,"fire, fighting",Playful Pokémon,generation-iv
392,392_infernape.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/392_infernape.png,infernape,fire and fighting-type flame pokemon,"fire, fighting",Flame Pokémon,generation-iv
393,393_piplup.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/393_piplup.png,piplup,water-type penguin pokemon,water,Penguin Pokémon,generation-iv
394,394_prinplup.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/394_prinplup.png,prinplup,water-type penguin pokemon,water,Penguin Pokémon,generation-iv
395,395_empoleon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/395_empoleon.png,empoleon,water and steel-type emperor pokemon,"water, steel",Emperor Pokémon,generation-iv
396,396_starly.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/396_starly.png,starly,normal and flying-type starling pokemon,"normal, flying",Starling Pokémon,generation-iv
397,397_staravia.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/397_staravia.png,staravia,normal and flying-type starling pokemon,"normal, flying",Starling Pokémon,generation-iv
398,398_staraptor.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/398_staraptor.png,staraptor,normal and flying-type predator pokemon,"normal, flying",Predator Pokémon,generation-iv
399,399_bidoof.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/399_bidoof.png,bidoof,normal-type plump mouse pokemon,normal,Plump Mouse Pokémon,generation-iv
400,400_bibarel.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/400_bibarel.png,bibarel,normal and water-type beaver pokemon,"normal, water",Beaver Pokémon,generation-iv
401,401_kricketot.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/401_kricketot.png,kricketot,bug-type cricket pokemon,bug,Cricket Pokémon,generation-iv
402,402_kricketune.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/402_kricketune.png,kricketune,bug-type cricket pokemon,bug,Cricket Pokémon,generation-iv
403,403_shinx.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/403_shinx.png,shinx,electric-type flash pokemon,electric,Flash Pokémon,generation-iv
404,404_luxio.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/404_luxio.png,luxio,electric-type spark pokemon,electric,Spark Pokémon,generation-iv
405,405_luxray.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/405_luxray.png,luxray,electric-type gleam eyes pokemon,electric,Gleam Eyes Pokémon,generation-iv
406,406_budew.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/406_budew.png,budew,grass and poison-type bud pokemon,"grass, poison",Bud Pokémon,generation-iv
407,407_roserade.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/407_roserade.png,roserade,grass and poison-type bouquet pokemon,"grass, poison",Bouquet Pokémon,generation-iv
408,408_cranidos.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/408_cranidos.png,cranidos,rock-type head butt pokemon,rock,Head Butt Pokémon,generation-iv
409,409_rampardos.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/409_rampardos.png,rampardos,rock-type head butt pokemon,rock,Head Butt Pokémon,generation-iv
410,410_shieldon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/410_shieldon.png,shieldon,rock and steel-type shield pokemon,"rock, steel",Shield Pokémon,generation-iv
411,411_bastiodon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/411_bastiodon.png,bastiodon,rock and steel-type shield pokemon,"rock, steel",Shield Pokémon,generation-iv
412,412_burmy.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/412_burmy.png,burmy,bug-type bagworm pokemon,bug,Bagworm Pokémon,generation-iv
413,413_wormadam-plant.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/413_wormadam-plant.png,wormadam-plant,bug and grass-type bagworm pokemon,"bug, grass",Bagworm Pokémon,generation-iv
414,414_mothim.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/414_mothim.png,mothim,bug and flying-type moth pokemon,"bug, flying",Moth Pokémon,generation-iv
415,415_combee.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/415_combee.png,combee,bug and flying-type tiny bee pokemon,"bug, flying",Tiny Bee Pokémon,generation-iv
416,416_vespiquen.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/416_vespiquen.png,vespiquen,bug and flying-type beehive pokemon,"bug, flying",Beehive Pokémon,generation-iv
417,417_pachirisu.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/417_pachirisu.png,pachirisu,electric-type elesquirrel pokemon,electric,EleSquirrel Pokémon,generation-iv
418,418_buizel.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/418_buizel.png,buizel,water-type sea weasel pokemon,water,Sea Weasel Pokémon,generation-iv
419,419_floatzel.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/419_floatzel.png,floatzel,water-type sea weasel pokemon,water,Sea Weasel Pokémon,generation-iv
420,420_cherubi.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/420_cherubi.png,cherubi,grass-type cherry pokemon,grass,Cherry Pokémon,generation-iv
421,421_cherrim.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/421_cherrim.png,cherrim,grass-type blossom pokemon,grass,Blossom Pokémon,generation-iv
422,422_shellos.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/422_shellos.png,shellos,water-type sea slug pokemon,water,Sea Slug Pokémon,generation-iv
423,423_gastrodon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/423_gastrodon.png,gastrodon,water and ground-type sea slug pokemon,"water, ground",Sea Slug Pokémon,generation-iv
424,424_ambipom.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/424_ambipom.png,ambipom,normal-type long tail pokemon,normal,Long Tail Pokémon,generation-iv
425,425_drifloon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/425_drifloon.png,drifloon,ghost and flying-type balloon pokemon,"ghost, flying",Balloon Pokémon,generation-iv
426,426_drifblim.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/426_drifblim.png,drifblim,ghost and flying-type blimp pokemon,"ghost, flying",Blimp Pokémon,generation-iv
427,427_buneary.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/427_buneary.png,buneary,normal-type rabbit pokemon,normal,Rabbit Pokémon,generation-iv
428,428_lopunny.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/428_lopunny.png,lopunny,normal-type rabbit pokemon,normal,Rabbit Pokémon,generation-iv
429,429_mismagius.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/429_mismagius.png,mismagius,ghost-type magical pokemon,ghost,Magical Pokémon,generation-iv
430,430_honchkrow.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/430_honchkrow.png,honchkrow,dark and flying-type big boss pokemon,"dark, flying",Big Boss Pokémon,generation-iv
431,431_glameow.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/431_glameow.png,glameow,normal-type catty pokemon,normal,Catty Pokémon,generation-iv
432,432_purugly.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/432_purugly.png,purugly,normal-type tiger cat pokemon,normal,Tiger Cat Pokémon,generation-iv
433,433_chingling.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/433_chingling.png,chingling,psychic-type bell pokemon,psychic,Bell Pokémon,generation-iv
434,434_stunky.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/434_stunky.png,stunky,poison and dark-type skunk pokemon,"poison, dark",Skunk Pokémon,generation-iv
435,435_skuntank.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/435_skuntank.png,skuntank,poison and dark-type skunk pokemon,"poison, dark",Skunk Pokémon,generation-iv
436,436_bronzor.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/436_bronzor.png,bronzor,steel and psychic-type bronze pokemon,"steel, psychic",Bronze Pokémon,generation-iv
437,437_bronzong.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/437_bronzong.png,bronzong,steel and psychic-type bronze bell pokemon,"steel, psychic",Bronze Bell Pokémon,generation-iv
438,438_bonsly.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/438_bonsly.png,bonsly,rock-type bonsai pokemon,rock,Bonsai Pokémon,generation-iv
439,439_mime-jr.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/439_mime-jr.png,mime-jr,psychic and fairy-type mime pokemon,"psychic, fairy",Mime Pokémon,generation-iv
440,440_happiny.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/440_happiny.png,happiny,normal-type playhouse pokemon,normal,Playhouse Pokémon,generation-iv
441,441_chatot.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/441_chatot.png,chatot,normal and flying-type music note pokemon,"normal, flying",Music Note Pokémon,generation-iv
442,442_spiritomb.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/442_spiritomb.png,spiritomb,ghost and dark-type forbidden pokemon,"ghost, dark",Forbidden Pokémon,generation-iv
443,443_gible.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/443_gible.png,gible,dragon and ground-type land shark pokemon,"dragon, ground",Land Shark Pokémon,generation-iv
444,444_gabite.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/444_gabite.png,gabite,dragon and ground-type cave pokemon,"dragon, ground",Cave Pokémon,generation-iv
445,445_garchomp.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/445_garchomp.png,garchomp,dragon and ground-type mach pokemon,"dragon, ground",Mach Pokémon,generation-iv
446,446_munchlax.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/446_munchlax.png,munchlax,normal-type big eater pokemon,normal,Big Eater Pokémon,generation-iv
447,447_riolu.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/447_riolu.png,riolu,fighting-type emanation pokemon,fighting,Emanation Pokémon,generation-iv
448,448_lucario.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/448_lucario.png,lucario,fighting and steel-type aura pokemon,"fighting, steel",Aura Pokémon,generation-iv
449,449_hippopotas.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/449_hippopotas.png,hippopotas,ground-type hippo pokemon,ground,Hippo Pokémon,generation-iv
450,450_hippowdon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/450_hippowdon.png,hippowdon,ground-type heavyweight pokemon,ground,Heavyweight Pokémon,generation-iv
451,451_skorupi.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/451_skorupi.png,skorupi,poison and bug-type scorpion pokemon,"poison, bug",Scorpion Pokémon,generation-iv
452,452_drapion.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/452_drapion.png,drapion,poison and dark-type ogre scorpion pokemon,"poison, dark",Ogre Scorpion Pokémon,generation-iv
453,453_croagunk.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/453_croagunk.png,croagunk,poison and fighting-type toxic mouth pokemon,"poison, fighting",Toxic Mouth Pokémon,generation-iv
454,454_toxicroak.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/454_toxicroak.png,toxicroak,poison and fighting-type toxic mouth pokemon,"poison, fighting",Toxic Mouth Pokémon,generation-iv
455,455_carnivine.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/455_carnivine.png,carnivine,grass-type bug catcher pokemon,grass,Bug Catcher Pokémon,generation-iv
456,456_finneon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/456_finneon.png,finneon,water-type wing fish pokemon,water,Wing Fish Pokémon,generation-iv
457,457_lumineon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/457_lumineon.png,lumineon,water-type neon pokemon,water,Neon Pokémon,generation-iv
458,458_mantyke.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/458_mantyke.png,mantyke,water and flying-type kite pokemon,"water, flying",Kite Pokémon,generation-iv
459,459_snover.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/459_snover.png,snover,grass and ice-type frost tree pokemon,"grass, ice",Frost Tree Pokémon,generation-iv
460,460_abomasnow.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/460_abomasnow.png,abomasnow,grass and ice-type frost tree pokemon,"grass, ice",Frost Tree Pokémon,generation-iv
461,461_weavile.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/461_weavile.png,weavile,dark and ice-type sharp claw pokemon,"dark, ice",Sharp Claw Pokémon,generation-iv
462,462_magnezone.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/462_magnezone.png,magnezone,electric and steel-type magnet area pokemon,"electric, steel",Magnet Area Pokémon,generation-iv
463,463_lickilicky.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/463_lickilicky.png,lickilicky,normal-type licking pokemon,normal,Licking Pokémon,generation-iv
464,464_rhyperior.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/464_rhyperior.png,rhyperior,ground and rock-type drill pokemon,"ground, rock",Drill Pokémon,generation-iv
465,465_tangrowth.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/465_tangrowth.png,tangrowth,grass-type vine pokemon,grass,Vine Pokémon,generation-iv
466,466_electivire.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/466_electivire.png,electivire,electric-type thunderbolt pokemon,electric,Thunderbolt Pokémon,generation-iv
467,467_magmortar.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/467_magmortar.png,magmortar,fire-type blast pokemon,fire,Blast Pokémon,generation-iv
468,468_togekiss.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/468_togekiss.png,togekiss,fairy and flying-type jubilee pokemon,"fairy, flying",Jubilee Pokémon,generation-iv
469,469_yanmega.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/469_yanmega.png,yanmega,bug and flying-type ogre darner pokemon,"bug, flying",Ogre Darner Pokémon,generation-iv
470,470_leafeon.png,/Users/josephlattanzi/Scripts/PokeForge/data/processed/images/470_leafeon.png,leafeon,grass-type verdant pokemon,grass,Verdant Pokémon,generation-iv
